case_root,tif_path,sim_time_min,processed_runs,case_limit,output_dir,avg_gpu_runtime_minutes,avg_farsite_runtime_minutes
C:\Users\Omar\PycharmProjects\PythonProject\FinalComparisonMarshall,C:\Users\Omar\PycharmProjects\PythonProject\marshall_enhanced.tif,1000,50,50,C:\Users\Omar\PycharmProjects\PythonProject\FinalMarshallAnalysisResultsFixed,0.0006448731999999685,0.55679762
