case_root,tif_path,sim_time_min,processed_runs,case_limit,output_dir,avg_gpu_runtime_minutes,avg_farsite_runtime_minutes
C:\Users\Omar\PycharmProjects\PythonProject\FinalComparisonEsper,C:\Users\Omar\PycharmProjects\PythonProject\cali_test_big_enhanced.tif,2000,50,50,C:\Users\Omar\PycharmProjects\PythonProject\FinalEsperAnalysisResultsFixed,0.0051139268666668914,14.945336882352938
