run,seed,run_uid,strategy,norm_area,norm_bldg,composite
0,3185043712,0|3185043712,MCTS,0.5734790391372566,0.11594202898550725,0.26845436570275705
0,3185043712,0|3185043712,ROS–Mean,0.6661068263684781,0.19516908212560385,0.3521483302065619
0,3185043712,0|3185043712,ROS–Truth,0.665631698746989,0.17391304347826086,0.33781926190117023
0,3185043712,0|3185043712,Random Allocation,0.6950233144018917,0.18985507246376812,0.3582444864431426
0,3185043712,0|3185043712,Structures–Exposure,0.6441073125455791,0.048792270531400964,0.24723061786946032
0,3185043712,0|3185043712,Structures–Outcome (Mean),0.6786148372411659,0.06376811594202898,0.2687170230417413
0,3185043712,0|3185043712,Structures–Outcome (Truth),0.681333009215266,0.07632850241545894,0.2779966713487279
0,3185043712,0|3185043712,Wind–Mean,0.7211884820224967,0.4666666666666667,0.5515072717852767
0,3185043712,0|3185043712,Wind–Mean Lookahead,0.6400853019822766,0.4458937198067633,0.510624247198601
0,3185043712,0|3185043712,Wind–Truth,0.7206028596053126,0.4666666666666667,0.5513120643128819
0,3185043712,0|3185043712,Wind–Truth Lookahead,0.6406930233585998,0.45265700483091786,0.5153356776734785
10,3185043722,10|3185043722,MCTS,0.6295439990447969,0.17251908396946564,0.32486072232790936
10,3185043722,10|3185043722,ROS–Mean,0.6794425087108014,0.22328244274809161,0.37533579806899486
10,3185043722,10|3185043722,ROS–Truth,0.7191051483278518,0.3133587786259542,0.4486075685265867
10,3185043722,10|3185043722,Random Allocation,0.7953151627644447,0.7706106870229008,0.778845512270082
10,3185043722,10|3185043722,Structures–Exposure,0.7318158628849306,0.16908396946564885,0.3566612672720761
10,3185043722,10|3185043722,Structures–Outcome (Mean),0.7387953585810891,0.1767175572519084,0.3640768243616353
10,3185043722,10|3185043722,Structures–Outcome (Truth),0.7443311949808417,0.14389312977099236,0.3440391515076088
10,3185043722,10|3185043722,Wind–Mean,0.7654542099493091,0.4362595419847328,0.5459910979729249
10,3185043722,10|3185043722,Wind–Mean Lookahead,0.8008727083265492,0.5507633587786259,0.634133141961267
10,3185043722,10|3185043722,Wind–Truth,0.764824644241102,0.42786259541984734,0.5401832783602655
10,3185043722,10|3185043722,Wind–Truth Lookahead,0.7853398026637142,0.5396946564885496,0.6215763718802712
11,3185043723,11|3185043723,MCTS,0.6204831610195516,0.07764390896921017,0.258590326319324
11,3185043723,11|3185043723,ROS–Mean,0.7243960487255604,0.23025435073627845,0.3949682500660391
11,3185043723,11|3185043723,ROS–Truth,0.7463148735796908,0.15060240963855423,0.3491732309522664
11,3185043723,11|3185043723,Random Allocation,0.7708951786262668,0.23427041499330656,0.4131453362042933
11,3185043723,11|3185043723,Structures–Exposure,0.7308706111167981,0.09103078982597054,0.3043107302562464
11,3185043723,11|3185043723,Structures–Outcome (Mean),0.7129695977070325,0.06559571619812583,0.281387010034428
11,3185043723,11|3185043723,Structures–Outcome (Truth),0.7203782372811957,0.08433734939759036,0.29635097869212546
11,3185043723,11|3185043723,Wind–Mean,0.7638959975432491,0.3821954484605087,0.5094289648214221
11,3185043723,11|3185043723,Wind–Mean Lookahead,0.8387117412222336,0.6619812583668006,0.7208914193186116
11,3185043723,11|3185043723,Wind–Truth,0.7595966833862218,0.3755020080321285,0.5035335664834929
11,3185043723,11|3185043723,Wind–Truth Lookahead,0.8345403828436893,0.6981258366800536,0.7435973520679321
12,3185043724,12|3185043724,MCTS,0.635024405327208,0.06617306802406293,0.2557901804584446
12,3185043724,12|3185043724,ROS–Mean,0.6792521589327914,0.26469227209625174,0.40287890104176494
12,3185043724,12|3185043724,ROS–Truth,0.6891468074298209,0.21378991207774178,0.3722422105284348
12,3185043724,12|3185043724,Random Allocation,0.6109835015570819,0.37528921795465064,0.453853979155461
12,3185043724,12|3185043724,Structures–Exposure,0.6951984451266647,0.25312355391022673,0.4004818509823727
12,3185043724,12|3185043724,Structures–Outcome (Mean),0.7062636658789231,0.25173530772790376,0.4032447604449102
12,3185043724,12|3185043724,Structures–Outcome (Truth),0.6598272853766813,0.05460434983803795,0.25634532835091906
12,3185043724,12|3185043724,Wind–Mean,0.6700311416392429,0.45719574271170754,0.5281408756875526
12,3185043724,12|3185043724,Wind–Mean Lookahead,0.7757139386443448,0.5724201758445164,0.6401847634444592
12,3185043724,12|3185043724,Wind–Truth,0.6725821057048833,0.43776029615918555,0.5160342326744181
12,3185043724,12|3185043724,Wind–Truth Lookahead,0.7753274289374296,0.5682554372975475,0.6372794345108415
13,3185043725,13|3185043725,MCTS,0.5831681472236497,0.040525739320920046,0.22140654195516327
13,3185043725,13|3185043725,ROS–Mean,0.7096272911925213,0.2858707557502738,0.427122934231023
13,3185043725,13|3185043725,ROS–Truth,0.710398159704378,0.2393209200438116,0.39634666659733375
13,3185043725,13|3185043725,Random Allocation,0.7262193182096273,0.20536692223439212,0.3789843875594705
13,3185043725,13|3185043725,Structures–Exposure,0.6895724738761226,0.03778751369112815,0.2550491670861263
13,3185043725,13|3185043725,Structures–Outcome (Mean),0.6512615324376575,0.03943044906900329,0.24337414352522135
13,3185043725,13|3185043725,Structures–Outcome (Truth),0.6757213126789516,0.038335158817086525,0.2507972101043749
13,3185043725,13|3185043725,Wind–Mean,0.8042850500452732,0.6549835706462213,0.7047507304459052
13,3185043725,13|3185043725,Wind–Mean Lookahead,0.7134082177030565,0.31653888280394304,0.4488286611036475
13,3185043725,13|3185043725,Wind–Truth,0.7928810904730441,0.5826944140197152,0.6527566395041582
13,3185043725,13|3185043725,Wind–Truth Lookahead,0.7095294031275237,0.37075575027382257,0.48368030122505623
