case,run,seed,area_cells,buildings,perimeter_m,compactness
Marshall Medium Uncertainty,27,525663931,59027,3923,363588.8503540177,0.005049890612482535
Marshall Medium Uncertainty,28,405014622,67196,5241,429801.5104747846,0.004113958629301709
Marshall Medium Uncertainty,29,690620561,50890,3539,323562.6317665164,0.005497536303686516
Marshall Medium Uncertainty,30,4192202808,50124,3522,323585.8698641841,0.005414009294866435
Marshall Medium Uncertainty,31,2579636644,49595,3471,315368.5192168208,0.005639668673177496
Marshall Medium Uncertainty,32,265997220,46072,3627,323041.8200757199,0.004993119291479611
Marshall Medium Uncertainty,33,1606635138,49370,3879,310117.57333804306,0.005805809033043544
Marshall Medium Uncertainty,34,3484189748,57909,3859,355061.2053341384,0.005195077045762383
Marshall Medium Uncertainty,35,684549624,55069,4411,377116.8438421263,0.004379330306354646
Marshall Medium Uncertainty,36,1315423201,66654,4177,375361.91960163467,0.005350300412286556
Marshall Medium Uncertainty,37,2706795602,59393,3710,339519.893656096,0.005827163228354422
Marshall Medium Uncertainty,38,2895228489,50379,3256,280551.79197655735,0.007238954086578892
Marshall Medium Uncertainty,39,453494448,49802,3147,282094.066864412,0.007078011329926533
Marshall Medium Uncertainty,40,3842951714,52246,3719,336259.09063081845,0.0052258549508183896
Marshall Medium Uncertainty,41,1086506127,56007,4354,367834.14039377536,0.004681560202520638
Marshall Medium Uncertainty,42,1926649481,70830,5026,438965.2485596959,0.004157280568796338
Marshall Medium Uncertainty,43,3965523301,52321,3514,319850.94562369224,0.005784064554716434
Marshall Medium Uncertainty,44,2382281889,58090,4428,383120.0732742764,0.004475936697571339
Marshall Medium Uncertainty,45,1379978146,49067,4242,361164.2118205243,0.004254342605459414
Marshall Medium Uncertainty,46,3097368888,60100,4805,413047.77238986955,0.0039840637296768774
Marshall Medium Uncertainty,47,1689208379,67137,4981,427976.5061420246,0.004145476394567615
Marshall Medium Uncertainty,48,3915972628,60536,4599,408051.38495231926,0.0041118416563595515
Marshall Medium Uncertainty,49,3338828190,60784,3786,345265.0321768364,0.005766820819035734
Marshall Medium Uncertainty,50,437918088,46461,3523,331418.7334970696,0.004783952070044881
Marshall Medium Uncertainty,51,2355226527,55802,5084,407629.98451649345,0.003798130594539164
