run,seed,run_uid,strategy,norm_area,norm_bldg,composite
0,325802496,0|325802496,MCTS,0.24569575491804116,0.04951202094739348,0.11490659893760936
0,325802496,0|325802496,ROS–Mean,0.680515725114831,0.4622708878838372,0.5350191669608351
0,325802496,0|325802496,ROS–Truth,0.6983771913372911,0.40776005712925495,0.5046324351986003
0,325802496,0|325802496,Random Allocation,0.6571846537337557,0.725065460604618,0.7024385249809972
0,325802496,0|325802496,Structures–Exposure,0.6461704238943998,0.6212806474648893,0.6295772396080594
0,325802496,0|325802496,Structures–Outcome (Mean),0.5230497481731041,0.37824327541061653,0.426512099664779
0,325802496,0|325802496,Structures–Outcome (Truth),0.4998584859014448,0.34515591525827183,0.39672343880599614
0,325802496,0|325802496,Wind–Mean,0.5393528543223179,0.07902880266603189,0.23247015321812722
0,325802496,0|325802496,Wind–Mean Lookahead,0.6289261637403369,0.2204237086407998,0.35659119367397885
0,325802496,0|325802496,Wind–Truth,0.631050580207804,0.19114496548440849,0.337780170392207
0,325802496,0|325802496,Wind–Truth Lookahead,0.671025755565937,0.22137586288978814,0.37125916044850443
1,325802497,1|325802497,MCTS,0.13057827044506398,0.0343328987396784,0.06641468930814026
1,325802497,1|325802497,ROS–Mean,0.8333255707185298,0.28574532811820946,0.4682720756516495
1,325802497,1|325802497,ROS–Truth,0.8851343708622491,0.5764884832681443,0.6793704457995126
1,325802497,1|325802497,Random Allocation,0.9160473208998423,0.7711864406779662,0.8194734007519249
1,325802497,1|325802497,Structures–Exposure,0.8954275980917275,0.5212950890916993,0.646005925425042
1,325802497,1|325802497,Structures–Outcome (Mean),0.779683684536206,0.6777488048674489,0.7117270980903678
1,325802497,1|325802497,Structures–Outcome (Truth),0.7915438510110251,0.6931768796175576,0.7259658700820467
1,325802497,1|325802497,Wind–Mean,0.9087682061040767,0.8452846588439809,0.8664458412640128
1,325802497,1|325802497,Wind–Mean Lookahead,0.7918998223470155,0.7737940026075619,0.7798292758540464
1,325802497,1|325802497,Wind–Truth,0.9087216304152556,0.8452846588439809,0.8664303160344057
1,325802497,1|325802497,Wind–Truth Lookahead,0.6584272055252074,0.21664493698392004,0.3639056931643492
2,325802498,2|325802498,MCTS,0.17002790186638908,0.04481290611696168,0.08655123803343748
2,325802498,2|325802498,ROS–Mean,0.8168632808546934,0.5211740981402644,0.619737159045074
2,325802498,2|325802498,ROS–Truth,0.8597967356262017,0.5113152587945329,0.6274757510717558
2,325802498,2|325802498,Random Allocation,0.6070679909210507,0.63746358951378,0.6273317233162036
2,325802498,2|325802498,Structures–Exposure,0.622818811351578,0.46426170737172306,0.5171140753650081
2,325802498,2|325802498,Structures–Outcome (Mean),0.7487205620852669,0.6800358503248936,0.702930754245018
2,325802498,2|325802498,Structures–Outcome (Truth),0.743302829220338,0.6798117857943088,0.7009754669363184
2,325802498,2|325802498,Wind–Mean,0.800848621532145,0.7019941743222048,0.7349456567255181
2,325802498,2|325802498,Wind–Mean Lookahead,0.6802164201760853,0.22832175666591978,0.3789533111693083
2,325802498,2|325802498,Wind–Truth,0.8417219644070492,0.7013219807304504,0.7481219752893166
2,325802498,2|325802498,Wind–Truth Lookahead,0.7163948764655709,0.45373067443423704,0.5412854084446816
3,325802499,3|325802499,MCTS,0.4105105654718902,0.05338598800643557,0.17242751382825375
3,325802499,3|325802499,ROS–Mean,0.7556568059876894,0.4496124031007752,0.5516272040630799
3,325802499,3|325802499,ROS–Truth,0.7288682534942638,0.4503437180049729,0.5431852298347365
3,325802499,3|325802499,Random Allocation,0.8692745609894714,0.8277022085710106,0.8415596593771641
3,325802499,3|325802499,Structures–Exposure,0.8647215024451016,0.8645604797425771,0.8646141539767519
3,325802499,3|325802499,Structures–Outcome (Mean),0.47212134639528125,0.0750329091706889,0.20739572157888633
3,325802499,3|325802499,Structures–Outcome (Truth),0.4006081447731337,0.06625713032031592,0.17770746847125518
3,325802499,3|325802499,Wind–Mean,0.8372586606044844,0.8208278484715519,0.826304785849196
3,325802499,3|325802499,Wind–Mean Lookahead,0.7620400784744364,0.7512066695919263,0.7548178058860964
3,325802499,3|325802499,Wind–Truth,0.8403218607817261,0.8148310662571303,0.823327997765329
3,325802499,3|325802499,Wind–Truth Lookahead,0.7756093488612538,0.7504753546877285,0.7588533527455702
4,325802500,4|325802500,MCTS,0.4418954156937435,0.07554945054945054,0.19766477226421486
4,325802500,4|325802500,ROS–Mean,0.6224412569629015,0.16105769230769232,0.31485221385942874
4,325802500,4|325802500,ROS–Truth,0.808589700823891,0.31868131868131866,0.48198411272884273
4,325802500,4|325802500,Random Allocation,0.8546874271428521,0.6523008241758241,0.7197630251648335
4,325802500,4|325802500,Structures–Exposure,0.5533197751785336,0.2850274725274725,0.3744582400778262
4,325802500,4|325802500,Structures–Outcome (Mean),0.7148232238996554,0.4684065934065934,0.550545470237614
4,325802500,4|325802500,Structures–Outcome (Truth),0.6587936111679024,0.20484203296703296,0.35615922570065606
4,325802500,4|325802500,Wind–Mean,0.8496479542609551,0.6073145604395604,0.6880923583800254
4,325802500,4|325802500,Wind–Mean Lookahead,0.7836147188476286,0.7372939560439561,0.7527342103118468
4,325802500,4|325802500,Wind–Truth,0.7475349624639973,0.5521978021978022,0.6173101889532006
4,325802500,4|325802500,Wind–Truth Lookahead,0.783485593563822,0.6528159340659341,0.6963724872318967
5,325802501,5|325802501,MCTS,0.5581829533492787,0.14035312180143295,0.27962973231738153
5,325802501,5|325802501,ROS–Mean,0.756165755288057,0.3602865916069601,0.49224631283399234
