run,seed,baseline_area,baseline_buildings,baseline_bldg_breakdown,strategy,script,area_score,buildings_destroyed,bldg_breakdown,seconds,returncode,log_file
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",ics_dynamic_truth_lookahead,ics_dynamic_truth_lookahead_NO_PLOTTING.py,30166.0,154.0,"{""11"":154}",32,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_144720_ics_dynamic_truth_lookahead.log
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",ics_ros_weighted_mean,ics_ros_weighted_mean_NO_PLOTTING.py,195283.0,753.0,"{""11"":456,""12"":70,""13"":214,""14"":13}",66,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_144752_ics_ros_weighted_mean.log
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",ics_dynamic_mean_lookahead,ics_dynamic_mean_lookahead_NO_PLOTTING.py,58041.0,178.0,"{""11"":178}",40,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_144859_ics_dynamic_mean_lookahead.log
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",ics_dynamic_mean,ics_dynamic_mean_NO_PLOTTING.py,247731.0,3117.0,"{""11"":859,""12"":1239,""13"":958,""21"":8,""22"":25,""23"":28}",54,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_144940_ics_dynamic_mean.log
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",ics_dynamic,ics_dynamic_NO_PLOTTING.py,241835.0,3071.0,"{""11"":820,""12"":1239,""13"":951,""21"":8,""22"":25,""23"":28}",54,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_145034_ics_dynamic.log
9,2326447625,294932,3710,"{""11"": 1109, ""12"": 1309, ""13"": 1214, ""14"": 13, ""21"": 8, ""22"": 25, ""23"": 32}",mcts,dashboard_NO_PLOTTING.py,30605.0,91.0,"{""11"":91}",24880,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run09\20251027_145128_mcts.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_buildings,ics_buildings_NO_PLOTTING.py,228333.0,1799.0,"{""11"":733,""12"":724,""13"":302,""22"":22,""23"":18}",59,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_214609_ics_buildings.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_mean_burned_buildings,ics_mean_burned_buildings_NO_PLOTTING.py,254460.0,2288.0,"{""11"":1224,""12"":736,""13"":283,""21"":12,""22"":21,""23"":12}",73,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_214709_ics_mean_burned_buildings.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_truth_burned_buildings,ics_truth_burned_buildings_NO_PLOTTING.py,246527.0,973.0,"{""11"":721,""12"":144,""13"":96,""21"":5,""22"":7}",67,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_214822_ics_truth_burned_buildings.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",random,random_allocations_NO_PLOTTING.py,264393.0,2383.0,"{""11"":1202,""12"":736,""13"":392,""14"":11,""21"":5,""22"":18,""23"":19}",52,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_214930_random.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_ros_weighted,ics_ros_weighted_NO_PLOTTING.py,262360.0,2100.0,"{""11"":1205,""12"":690,""13"":160,""14"":13,""21"":12,""22"":18,""23"":2}",66,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215022_ics_ros_weighted.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_dynamic_truth_lookahead,ics_dynamic_truth_lookahead_NO_PLOTTING.py,182210.0,927.0,"{""11"":792,""12"":80,""13"":47,""21"":3,""22"":5}",52,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215129_ics_dynamic_truth_lookahead.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_ros_weighted_mean,ics_ros_weighted_mean_NO_PLOTTING.py,274792.0,1572.0,"{""11"":1103,""12"":275,""13"":169,""14"":13,""21"":12}",74,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215222_ics_ros_weighted_mean.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_dynamic_mean_lookahead,ics_dynamic_mean_lookahead_NO_PLOTTING.py,189317.0,891.0,"{""11"":746,""12"":88,""13"":50,""22"":7}",58,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215337_ics_dynamic_mean_lookahead.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_dynamic_mean,ics_dynamic_mean_NO_PLOTTING.py,281472.0,2655.0,"{""11"":1248,""12"":864,""13"":488,""21"":11,""22"":23,""23"":21}",47,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215435_ics_dynamic_mean.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",ics_dynamic,ics_dynamic_NO_PLOTTING.py,281602.0,2655.0,"{""11"":1248,""12"":864,""13"":488,""21"":11,""22"":23,""23"":21}",47,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215523_ics_dynamic.log
10,2326447626,317654,3183,"{""11"": 1479, ""12"": 964, ""13"": 670, ""14"": 13, ""21"": 12, ""22"": 23, ""23"": 22}",mcts,dashboard_NO_PLOTTING.py,196854.0,670.0,"{""11"":615,""12"":23,""13"":20,""21"":12}",39864,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run10\20251027_215611_mcts.log
11,2326447627,321642,7280,"{""11"": 1682, ""12"": 2226, ""13"": 3164, ""14"": 21, ""21"": 22, ""22"": 65, ""23"": 100}",ics_buildings,ics_buildings_NO_PLOTTING.py,270848.0,3925.0,"{""11"":1017,""12"":1256,""13"":1553,""14"":21,""21"":2,""22"":34,""23"":42}",68,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run11\20251028_090036_ics_buildings.log
11,2326447627,321642,7280,"{""11"": 1682, ""12"": 2226, ""13"": 3164, ""14"": 21, ""21"": 22, ""22"": 65, ""23"": 100}",ics_mean_burned_buildings,ics_mean_burned_buildings_NO_PLOTTING.py,31117.0,95.0,"{""11"":95}",27,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run11\20251028_090145_ics_mean_burned_buildings.log
11,2326447627,321642,7280,"{""11"": 1682, ""12"": 2226, ""13"": 3164, ""14"": 21, ""21"": 22, ""22"": 65, ""23"": 100}",ics_truth_burned_buildings,ics_truth_burned_buildings_NO_PLOTTING.py,30113.0,82.0,"{""11"":82}",28,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run11\20251028_090213_ics_truth_burned_buildings.log
11,2326447627,321642,7280,"{""11"": 1682, ""12"": 2226, ""13"": 3164, ""14"": 21, ""21"": 22, ""22"": 65, ""23"": 100}",random,random_allocations_NO_PLOTTING.py,259320.0,6162.0,"{""11"":1275,""12"":1991,""13"":2737,""14"":21,""21"":5,""22"":55,""23"":78}",53,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run11\20251028_090242_random.log
11,2326447627,321642,7280,"{""11"": 1682, ""12"": 2226, ""13"": 3164, ""14"": 21, ""21"": 22, ""22"": 65, ""23"": 100}",ics_ros_weighted,ics_ros_weighted_NO_PLOTTING.py,213632.0,1426.0,"{""11"":839,""12"":95,""13"":466,""14"":21,""23"":5}",63,0,C:\Users\Omar\PycharmProjects\PythonProject\results_3004_esperenza_high\run11\20251028_090335_ics_ros_weighted.log
