case,run,seed,area_cells,buildings,perimeter_m,compactness
Esperanza High Uncertainty,431,3467656669,294630,2594,882335.830486722,0.004280174820545108
Esperanza High Uncertainty,432,2241253548,341526,2957,1055344.7913898518,0.0034680663926752535
Esperanza High Uncertainty,433,694081581,312638,4696,1072983.7567532859,0.003071198183627501
Esperanza High Uncertainty,434,2124871536,354880,4164,1147536.479635276,0.0030479012851348576
Esperanza High Uncertainty,435,3185588214,272563,5281,944374.2265387672,0.0034564559157979897
Esperanza High Uncertainty,436,1279917002,296889,7555,1165012.1982355318,0.002473919336120007
Esperanza High Uncertainty,437,954803612,291188,4004,963300.025231289,0.00354897306815792
Esperanza High Uncertainty,438,3371853981,379370,2828,1140068.8259498777,0.0033010584716756984
Esperanza High Uncertainty,439,958817435,355231,5680,1240258.605106718,0.0026117928824710267
Esperanza High Uncertainty,440,822956909,355323,3760,1116436.4969663133,0.0032240936103222297
Esperanza High Uncertainty,441,3596234068,314711,3657,993822.2741225889,0.0036036851824739983
Esperanza High Uncertainty,442,4162428828,292857,4501,982216.4754300687,0.003433156123160727
Esperanza High Uncertainty,443,749019259,362625,6256,1268422.5488063612,0.002549072615937444
Esperanza High Uncertainty,444,4119504100,336990,1549,926596.893222442,0.004439026192694945
Esperanza High Uncertainty,445,2633140432,329611,5445,1119558.2004401751,0.002974135285490164
Esperanza High Uncertainty,446,1411162668,379531,2978,1142773.6073368725,0.0032868450046127824
Esperanza High Uncertainty,447,3372154807,328450,4617,1082416.7632396708,0.0031705355028108814
Esperanza High Uncertainty,448,3401223532,356652,5319,1205665.6159513702,0.002774874117579075
Esperanza High Uncertainty,449,2109988667,293679,5657,1050345.5403194143,0.0030106541909839853
Esperanza High Uncertainty,450,3576054456,321274,3118,1025527.9840573221,0.0034548796436051805
Esperanza High Uncertainty,451,521546913,293736,3407,922091.531755938,0.003907162578590292
Esperanza High Uncertainty,452,3289833350,334783,5951,1181978.2826350445,0.0027101715141756404
Esperanza High Uncertainty,453,3883165075,283283,8081,1138371.3411145413,0.0024723216903478886
Esperanza High Uncertainty,454,2210940438,341864,1318,970714.717860497,0.0041031983789466655
Esperanza High Uncertainty,455,1532181624,315597,3394,979415.2979400116,0.0037209297721752274
Esperanza High Uncertainty,456,1041916943,289872,3692,946217.9906202359,0.003661645012468318
Esperanza High Uncertainty,457,660992577,289981,4853,979487.1442673667,0.0034184122499386045
Esperanza High Uncertainty,458,360729874,443900,6155,1474732.429591706,0.0023083999560841377
Esperanza High Uncertainty,459,3650927563,298470,5225,1021246.1463954799,0.003236623607739244
Esperanza High Uncertainty,460,1114952941,329744,5575,1155803.9017093908,0.002791649966389921
Esperanza High Uncertainty,461,63325815,339535,5142,1156725.739371228,0.002869961846612071
Esperanza High Uncertainty,462,3443554529,345485,6859,1264786.3042223114,0.0024425713646352484
Esperanza High Uncertainty,463,4168031900,340985,3580,1091489.4666880192,0.003237043609566587
Esperanza High Uncertainty,464,3637022041,358974,3385,1104077.1030423767,0.003330554626204703
Esperanza High Uncertainty,465,3033298397,299388,3234,948935.261175332,0.0037602229265817724
Esperanza High Uncertainty,466,2879702347,363511,6642,1312405.6007229406,0.0023868975606551666
Esperanza High Uncertainty,467,2590688010,261137,3685,848789.4603802077,0.0040994050106954415
Esperanza High Uncertainty,468,1516077324,366880,5547,1250729.3994664785,0.002652465195504842
Esperanza High Uncertainty,469,1963231647,345540,5013,1178176.2306929557,0.0028153357093013824
Esperanza High Uncertainty,470,2897216764,280339,3594,903768.3196548247,0.0038816973040075677
Esperanza High Uncertainty,471,4243728010,314607,2683,988204.7178604989,0.0036435682500483707
Esperanza High Uncertainty,472,2791973730,309353,2952,982427.6615856491,0.003624979386040503
Esperanza High Uncertainty,473,2932186391,354921,4226,1159197.4969407993,0.0029872337035046423
Esperanza High Uncertainty,474,4100105254,283616,4061,931782.6291537306,0.003694484777510132
Esperanza High Uncertainty,475,1171952420,305986,6259,1101015.8541255703,0.002854741473520336
Esperanza High Uncertainty,476,567792658,307158,5186,1054333.8368455537,0.003125056800134788
Esperanza High Uncertainty,477,1121234491,312149,4549,1041804.7372941374,0.0032526824435710894
Esperanza High Uncertainty,478,2118924604,349666,4362,1118537.5316028746,0.0031608556052609323
Esperanza High Uncertainty,479,3636217306,319887,4132,1035095.0316666522,0.003376669199477757
Esperanza High Uncertainty,480,2528955170,371134,3932,1178172.1809044932,0.003023887209269636
Esperanza High Uncertainty,481,3283365756,338442,7302,1250008.8821481992,0.0024496860459129197
Esperanza High Uncertainty,482,3437534686,296985,5193,1041880.0273338917,0.0030942219501152767
Esperanza High Uncertainty,483,1266000443,330653,3675,1057896.4061059263,0.0033414776249263384
Esperanza High Uncertainty,484,724426914,318003,4952,1082870.8757893653,0.003067116298561219
Esperanza High Uncertainty,485,1228328036,433168,6523,1472690.1460383355,0.0022588426414513626
Esperanza High Uncertainty,486,108712742,278843,3808,914853.4581755641,0.0037679840165472413
Esperanza High Uncertainty,487,3090182295,299429,3243,924503.0750452642,0.003962137229074868
Esperanza High Uncertainty,488,4108272555,321324,5473,1111291.1441653252,0.002942658273951893
Esperanza High Uncertainty,489,548979174,377488,9814,1490493.8841232562,0.0019217422004168755
Esperanza High Uncertainty,490,3726460067,375921,8391,1405054.996749479,0.0021535864658842273
Esperanza High Uncertainty,491,3607654889,378229,4048,1208058.5510109996,0.0029311040155764728
Esperanza High Uncertainty,492,1620405060,380797,8232,1426881.2326680096,0.002115291576805798
Esperanza High Uncertainty,493,879381666,307703,2773,974652.8174374256,0.003663398969032143
Esperanza High Uncertainty,494,2910117998,340505,5630,1174469.0228990924,0.0027918541974356658
Esperanza High Uncertainty,495,3095760353,348565,4787,1153167.1311415401,0.0029645012642460205
Esperanza High Uncertainty,496,280439926,313394,5596,1078939.9926718206,0.003044727771675261
Esperanza High Uncertainty,497,2560339544,323289,3184,1044193.9256033398,0.0033533661523787437
Esperanza High Uncertainty,498,1300206161,333395,1948,972654.6377682311,0.003985603870620311
Esperanza High Uncertainty,499,1919172781,362595,6895,1310731.9968260068,0.002386966818976034
Esperanza High Uncertainty,500,622541026,352009,3151,1066953.3909540204,0.003497157926791579
Esperanza High Uncertainty,501,598174118,316636,5168,1081299.8498183214,0.0030628122728031657
Esperanza High Uncertainty,502,4142447567,302085,2406,906590.3001701635,0.004156802572578767
Esperanza High Uncertainty,503,3547552751,326992,5602,1147225.1506261977,0.0028099085262289734
Esperanza High Uncertainty,504,2168794368,356142,6083,1215683.5466782479,0.0027254265913359077
Esperanza High Uncertainty,505,2093428735,329903,9345,1339418.7327317917,0.002079724946208563
Esperanza High Uncertainty,506,1908715893,256845,1175,720482.516757088,0.005595985697597711
Esperanza High Uncertainty,507,4288762356,360662,4938,1199589.8085933328,0.0028345702534660466
Esperanza High Uncertainty,508,3167498999,316380,7552,1197154.7501648664,0.002496668080902809
Esperanza High Uncertainty,509,211367370,323745,4853,1084408.5208092418,0.0031136486214995607
Esperanza High Uncertainty,510,2508954085,263133,4973,936989.0165912788,0.0033896799181316797
Esperanza High Uncertainty,511,1811858704,353561,7653,1299717.8842763142,0.002367110528975314
Esperanza High Uncertainty,512,628169795,295738,1486,843618.9517274428,0.004699664439018525
Esperanza High Uncertainty,513,898258601,324447,5839,1135982.3043243526,0.0028434985019743365
Esperanza High Uncertainty,514,3394464658,380476,6550,1332702.2652019693,0.0024227765910044318
Esperanza High Uncertainty,515,2016583247,291534,4333,1003247.7871081086,0.003275858723999819
Esperanza High Uncertainty,516,1530600964,319696,2415,987542.6485873729,0.003707471789555356
Esperanza High Uncertainty,517,3019321617,332632,7036,1204868.5596765259,0.0025914155280789366
Esperanza High Uncertainty,518,1657709830,342416,6129,1186135.856228175,0.00275256481375164
Esperanza High Uncertainty,519,2583709248,382020,2383,1110914.3649319587,0.0035008806766755234
Esperanza High Uncertainty,520,1566054066,283899,2733,913547.2850182616,0.003847283356326908
Esperanza High Uncertainty,521,3061769549,315137,7469,1203660.1830581205,0.002460050266102117
Esperanza High Uncertainty,522,698732152,284787,2452,832042.2699173792,0.0046524504220529905
Esperanza High Uncertainty,523,2047081726,378854,4273,1224446.2587921123,0.0028578852910205624
Esperanza High Uncertainty,524,650325521,317312,6080,1081547.494838198,0.0030679457689391926
Esperanza High Uncertainty,525,1051809683,391416,5582,1323674.7002743557,0.002526552992028702
Esperanza High Uncertainty,526,1232105245,345248,8405,1316648.2414100626,0.0022523922173801215
Esperanza High Uncertainty,527,998479693,352356,8060,1330086.6894552177,0.002252548496121046
Esperanza High Uncertainty,528,2636169725,337031,6575,1239741.3258861098,0.002480047881839498
Esperanza High Uncertainty,529,4214720448,358978,3630,1138424.0618939237,0.003132651433392268
Esperanza High Uncertainty,530,1068946314,299955,3023,919424.9127071045,0.004013062695594421
Esperanza High Uncertainty,531,829813985,299382,3600,946867.3932096878,0.0037765891086145318
Esperanza High Uncertainty,532,1772142645,354106,3454,1128780.3865702422,0.003143161887469836
Esperanza High Uncertainty,533,1552411861,346953,6271,1220510.8973256098,0.002634145122446412
Esperanza High Uncertainty,534,787912106,307452,3744,997650.5165530174,0.003493597213048536
Esperanza High Uncertainty,535,4050959703,359092,4890,1186208.1311160289,0.0028862657110332434
Esperanza High Uncertainty,536,416489165,405991,3503,1229151.237128318,0.0030391919800414552
Esperanza High Uncertainty,537,119209012,378729,6120,1309600.1591641668,0.002497488494813503
Esperanza High Uncertainty,538,3365508702,372927,4161,1160246.3107852207,0.0031331111967485667
Esperanza High Uncertainty,539,3145699105,330717,6424,1194462.7609840059,0.0026215833133259444
Esperanza High Uncertainty,540,2373650606,295192,3197,922945.055560604,0.003919270709998538
Esperanza High Uncertainty,541,3700208950,334443,5937,1149730.5921849736,0.0028614246187611395
Esperanza High Uncertainty,542,2003795625,377572,6693,1306412.51414429,0.0025020241088761024
Esperanza High Uncertainty,543,2752456214,266652,2473,796617.8976572407,0.004752226151221517
Esperanza High Uncertainty,544,3096365620,321028,3751,1023031.8909922882,0.0034691009845239005
Esperanza High Uncertainty,545,2348585955,359763,2480,1066542.1333716935,0.0035769497243923858
Esperanza High Uncertainty,546,4060201537,361887,4457,1168846.3822119727,0.0029957838958429264
Esperanza High Uncertainty,547,4044682344,337776,6306,1198684.8129260945,0.0026587111443242147
Esperanza High Uncertainty,548,1347326832,374652,5746,1290911.345319744,0.002542655916313945
Esperanza High Uncertainty,549,2554680760,409031,8037,1503486.5962371195,0.0020464892895423158
Esperanza High Uncertainty,550,59165773,314328,5044,1061516.9948509545,0.003154870516790143
Esperanza High Uncertainty,551,1414255269,376051,2647,1114414.2220784621,0.0034245682789423026
Esperanza High Uncertainty,552,1080192063,368574,6883,1325350.4362056467,0.002373097701284344
Esperanza High Uncertainty,553,3079351510,319002,4499,1060302.1333716956,0.0032091240770146254
Esperanza High Uncertainty,554,2426045897,343784,3973,1104358.4948126888,0.003187996834860151
Esperanza High Uncertainty,555,614052252,346152,5143,1160639.9947744226,0.002906191008678765
Esperanza High Uncertainty,556,1012128739,336637,4369,1126269.7350639794,0.0030014381154102377
Esperanza High Uncertainty,557,1123505713,306593,5538,1069217.5835959835,0.0030330699336847673
Esperanza High Uncertainty,558,2585303536,333652,3765,1073382.6506899754,0.003275193497688416
Esperanza High Uncertainty,559,2035420742,312493,2629,956305.1810830669,0.0038645563961696933
Esperanza High Uncertainty,560,3407469290,328408,2349,982208.9819292076,0.003849978452668376
Esperanza High Uncertainty,561,3852464380,312043,7435,1201270.8432299024,0.002445597296853171
Esperanza High Uncertainty,562,3658536935,329269,2475,999920.3477029628,0.0037245379696165637
Esperanza High Uncertainty,563,1674171101,297662,5725,1061742.4364097258,0.002986327387572103
Esperanza High Uncertainty,564,3423110253,394425,7110,1436143.8646896118,0.002162822670767523
Esperanza High Uncertainty,565,899037697,301749,5773,1066515.5143228592,0.00300029430868583
Esperanza High Uncertainty,566,2757613394,338242,5828,1184668.5055808127,0.002725751258474797
Esperanza High Uncertainty,567,1719310997,326897,5427,1142176.9255268078,0.0028339784534675834
Esperanza High Uncertainty,568,2899493742,333312,2160,991640.7394987838,0.0038334923586520065
Esperanza High Uncertainty,569,2526688273,366450,5413,1250044.5466527357,0.0026522601484326902
Esperanza High Uncertainty,570,2033907504,353011,6112,1234761.4774051222,0.0026186319863779096
Esperanza High Uncertainty,571,1022972685,310298,3921,1002961.8282310574,0.0034886912890186505
Esperanza High Uncertainty,572,2136048028,374337,5443,1279311.0596127454,0.0025867998092116927
Esperanza High Uncertainty,573,1449680881,382310,5859,1317704.334475092,0.002490187692576517
Esperanza High Uncertainty,574,2125470233,403845,6551,1397599.3409104531,0.002338307967040052
Esperanza High Uncertainty,575,4162434661,312098,5397,1098268.7350894932,0.002926348990934561
Esperanza High Uncertainty,576,1659186195,288831,6689,1091555.2827115783,0.002741603878023342
Esperanza High Uncertainty,577,2027491097,283071,3248,896569.5685716348,0.003982719906217427
Esperanza High Uncertainty,578,514053387,341428,5344,1175878.4428195788,0.0027927152101480746
Esperanza High Uncertainty,579,3506764727,402163,7789,1446864.373342375,0.002172695372652956
Esperanza High Uncertainty,580,1864062722,351382,2675,1056042.95372801,0.003563433984858906
Esperanza High Uncertainty,581,2140834512,337736,6966,1247877.7847504064,0.00245293264087023
Esperanza High Uncertainty,582,2957856559,333850,5448,1148093.535910123,0.0028645025323992775
Esperanza High Uncertainty,583,2820590777,420860,7900,1481364.5616260665,0.0021690328152867374
Esperanza High Uncertainty,584,2654136574,297687,3813,962762.8261029435,0.003632232304941335
Esperanza High Uncertainty,585,3788466963,387417,8301,1441430.9923912107,0.0021088385694028474
Esperanza High Uncertainty,586,77862487,324257,4649,1101276.960188881,0.003023769115629286
Esperanza High Uncertainty,587,2823824872,333353,7206,1245390.2198227963,0.002430781037050722
Esperanza High Uncertainty,588,3595430310,312373,3317,988197.1356018499,0.003617751069478088
Esperanza High Uncertainty,589,575189550,303815,3074,920346.0187704142,0.004056573129573038
Esperanza High Uncertainty,590,2248923246,338598,5641,1144918.8346153991,0.0029213753625124215
Esperanza High Uncertainty,591,2596041895,333973,6490,1206153.0466910035,0.0025963240414995023
Esperanza High Uncertainty,592,929599827,311209,2448,916606.4646619476,0.00418927326023126
Esperanza High Uncertainty,593,1348648546,388470,5281,1281336.501171518,0.002675983696096595
Esperanza High Uncertainty,594,4235271999,357863,4217,1161991.6094904984,0.002997527579207842
Esperanza High Uncertainty,595,302375962,291223,5988,1072080.2242831057,0.0028656521683158393
Esperanza High Uncertainty,596,3503417491,323044,3366,1019093.2113358482,0.0035179222392348526
Esperanza High Uncertainty,597,3637854195,331475,4948,1118715.7653677838,0.0029954607684569653
Esperanza High Uncertainty,598,1854754140,358414,3112,1104918.3519591896,0.003320297243007477
Esperanza High Uncertainty,599,680878462,300537,2273,871377.9711865946,0.004476485346556839
Esperanza High Uncertainty,600,1852905182,310659,3383,964195.2438442972,0.0037792562819719314
Esperanza High Uncertainty,601,1616117465,327003,3389,1015674.9775709399,0.003585044939776201
Esperanza High Uncertainty,602,1724395730,377912,6872,1350318.2067479847,0.002344071254330182
Esperanza High Uncertainty,603,956613139,384868,3990,1235594.4124647516,0.002851099048017146
Esperanza High Uncertainty,604,3084553827,368191,6249,1264934.0206689357,0.002602494351526269
