case,metric,n,mean,std,cv,mn,p05,p50,p95,mx
Camp High Uncertainty,area_cells,1000,113797.041,15991.954118864238,0.14053049163962214,69087.0,89602.3,112542.0,141405.5,168521.0
Camp High Uncertainty,buildings,1000,2345.989,801.7797088855395,0.3417661842768826,293.0,1165.7,2295.5,3685.25,4998.0
Camp High Uncertainty,jaccard,499500,0.7481868468102325,0.07968267001541929,0.10650103026420848,0.3873710885297158,0.6070280829335266,0.7547926626784512,0.8672064258355683,0.9514822141877194
