case,run,seed,area_cells,buildings,perimeter_m,compactness
Camp Medium Uncertainty,378,2133433091,96094,2667,243814.63617579866,0.0182822271107498
Camp Medium Uncertainty,379,3663201372,97231,2900,240571.621023897,0.01900064468726256
Camp Medium Uncertainty,380,1137667884,90937,2384,229413.32449775672,0.019541402015702057
Camp Medium Uncertainty,381,1225161109,94490,2582,240438.46301849655,0.018485463150046264
Camp Medium Uncertainty,382,1894532250,97362,2770,245369.8547888057,0.018289399575797873
Camp Medium Uncertainty,383,1697497922,86088,1955,221838.1859770168,0.01978437710168372
Camp Medium Uncertainty,384,1293861667,90206,2229,226781.48683591594,0.01983684510581806
Camp Medium Uncertainty,385,1827247496,87428,2192,211247.24009823942,0.022157503658085748
Camp Medium Uncertainty,386,2165235052,99299,2854,258540.2833493019,0.016801219569073704
Camp Medium Uncertainty,387,639586150,90657,2341,226929.35480156002,0.019910050433697146
Camp Medium Uncertainty,388,3576254453,93007,2314,227358.4002572649,0.020349137203262837
Camp Medium Uncertainty,389,2683520493,94877,2988,244248.31149948007,0.017986645580709764
Camp Medium Uncertainty,390,1031320425,98792,2458,252517.34828966754,0.0175223241768032
Camp Medium Uncertainty,391,921274064,91274,2501,236972.28986119456,0.018382489503954713
Camp Medium Uncertainty,392,2629766431,92375,2561,244931.91539641225,0.017414702808204494
Camp Medium Uncertainty,393,4185275089,83531,1565,215236.20546167745,0.02039244971796036
Camp Medium Uncertainty,394,2990931967,96177,2301,239833.6816315035,0.018910510419029622
Camp Medium Uncertainty,395,1958798420,100299,2762,251106.46517212165,0.017990083846109266
Camp Medium Uncertainty,396,1929202192,77398,1406,188619.3180368815,0.02460422961242051
Camp Medium Uncertainty,397,1427614571,87573,1776,221096.34831517615,0.02026093399231076
Camp Medium Uncertainty,398,1876400112,91629,2376,229025.09073284807,0.019756917784993614
Camp Medium Uncertainty,399,1109612413,91493,2414,221535.53662437978,0.021084020920296202
Camp Medium Uncertainty,400,3757836679,94826,2700,243350.07773457156,0.018109932272899906
Camp Medium Uncertainty,401,1819540683,95179,2568,250647.57123543322,0.01713430564560988
Camp Medium Uncertainty,402,1796585794,86808,2068,222562.96736400976,0.019820121750531355
Camp Medium Uncertainty,403,621525331,92682,2363,229302.36995346163,0.019935663001205695
Camp Medium Uncertainty,404,119675644,84641,2172,214814.59074560244,0.020744625854771583
Camp Medium Uncertainty,405,1211992439,92480,2409,233146.1167038924,0.01924171696411352
Camp Medium Uncertainty,406,2018505517,89199,1963,228148.3288305154,0.019381071116501846
Camp Medium Uncertainty,407,1493906283,92520,2168,222552.67299149453,0.021126247724604103
Camp Medium Uncertainty,408,3536332817,89854,2260,232351.55826266526,0.018823423348181337
Camp Medium Uncertainty,409,1825753524,104280,3055,270619.9002190026,0.016104006486301246
Camp Medium Uncertainty,410,1264187380,86046,1855,220162.60156474513,0.0200768679589502
Camp Medium Uncertainty,411,432359067,94424,2473,230421.78120843126,0.020113502721717944
Camp Medium Uncertainty,412,3829412936,88890,2195,219746.86563345714,0.02081900172765179
Camp Medium Uncertainty,413,2365034722,92824,2580,237560.5950528525,0.018602180059372173
Camp Medium Uncertainty,414,3901639656,109226,2846,273305.70757704054,0.0165379243209285
Camp Medium Uncertainty,415,215858386,93597,2535,230195.45653211276,0.019976564747662646
Camp Medium Uncertainty,416,1395235336,90508,1917,213803.6362013073,0.022392839509672312
Camp Medium Uncertainty,417,1130145673,87045,2057,221701.4955014336,0.02002898575676018
Camp Medium Uncertainty,418,1395049958,91097,2460,240703.68163150348,0.017782424872008182
Camp Medium Uncertainty,419,11054837,89176,1861,229479.3548015601,0.019151955380493448
Camp Medium Uncertainty,420,3507219877,95997,2502,241439.12319027647,0.018624934070416363
Camp Medium Uncertainty,421,1342769499,97515,2823,237317.94570021547,0.01958225212903672
Camp Medium Uncertainty,422,2520426271,89736,2477,222286.0539426609,0.020539726095442818
Camp Medium Uncertainty,423,1230840033,89667,2342,234770.38077260435,0.01839917730531447
Camp Medium Uncertainty,424,292279657,90324,1988,236526.91972917112,0.018259731343907633
Camp Medium Uncertainty,425,1709019205,92118,2814,230914.05609628584,0.019538721110932845
Camp Medium Uncertainty,426,3621934947,89426,2526,227726.19679615967,0.019502495774342665
Camp Medium Uncertainty,427,2402062642,91091,2449,225753.11021750863,0.02021437688459392
Camp Medium Uncertainty,428,3035481349,87763,2165,212797.6773242534,0.021919470914105805
Camp Medium Uncertainty,429,3588652521,84112,1616,206987.75741652062,0.022203478308511482
Camp Medium Uncertainty,430,2997537569,85819,2265,220529.36346707767,0.019957354662265274
Camp Medium Uncertainty,431,1137146330,83236,1668,208894.8136913684,0.021572886549020325
Camp Medium Uncertainty,432,2089192172,91621,2636,230919.72060082454,0.019432351355786918
Camp Medium Uncertainty,433,1001225495,92022,2174,221761.86130069828,0.02116266344234233
Camp Medium Uncertainty,434,120142506,78656,1506,200033.05612179477,0.022232110377654633
Camp Medium Uncertainty,435,1951650249,92291,1849,220113.26173652502,0.021543651065714372
Camp Medium Uncertainty,436,582595785,92123,2391,225534.4305610682,0.020483055544039435
Camp Medium Uncertainty,437,3562163130,96223,2984,241400.4435338361,0.01867476472647389
Camp Medium Uncertainty,438,753544414,97418,2522,246578.38292622953,0.018120975885411013
Camp Medium Uncertainty,439,901064692,86161,1774,217750.69247615503,0.020551523154726654
Camp Medium Uncertainty,440,1367782075,81535,1358,205314.3050386051,0.02187550211037516
Camp Medium Uncertainty,441,1612130485,86656,1824,218908.8461487968,0.020451463343457637
Camp Medium Uncertainty,442,2930270860,88378,2120,217517.4543784875,0.02112556430472403
Camp Medium Uncertainty,443,3060155236,88276,2357,219852.67299149456,0.020655300570088082
Camp Medium Uncertainty,444,2660334441,97122,2821,243356.32231862293,0.01854747197111846
Camp Medium Uncertainty,445,1061468716,88278,2264,221759.36346707775,0.020302098294754864
Camp Medium Uncertainty,446,1762932190,88018,2202,224155.83099689495,0.019811793291095586
Camp Medium Uncertainty,447,4105925645,95099,2722,237862.20976892748,0.01900979463824413
Camp Medium Uncertainty,448,333898214,86275,1853,205352.46737676405,0.02313862195942366
Camp Medium Uncertainty,449,2409465308,85838,1883,226115.60805112918,0.018987635271275907
Camp Medium Uncertainty,450,2975536321,86381,2109,224140.38943812205,0.01944600336273039
Camp Medium Uncertainty,451,756704559,83745,1829,227690.6838106376,0.01826925079001824
Camp Medium Uncertainty,452,930298903,98604,2825,246601.46950488054,0.01833815275346978
Camp Medium Uncertainty,453,1773637232,98045,2424,228619.1318557941,0.021215471191610658
Camp Medium Uncertainty,454,28827758,84975,2026,219689.51498609415,0.019912458633843208
Camp Medium Uncertainty,455,2161947125,96181,2795,240192.43271469336,0.01885484732141721
Camp Medium Uncertainty,456,413192332,96847,2446,243663.75305825303,0.01844831422913254
Camp Medium Uncertainty,457,3869213182,93807,2476,221059.80069309176,0.02171041236202516
Camp Medium Uncertainty,458,4176430339,94336,2921,241411.62102389705,0.018306844241245627
Camp Medium Uncertainty,459,3215546676,77791,1326,196047.83750878778,0.022890623139337193
Camp Medium Uncertainty,460,3876372919,82239,1687,214599.80935860952,0.02019628686032952
Camp Medium Uncertainty,461,3708807804,88585,1994,224850.09506560687,0.019816475374388076
Camp Medium Uncertainty,462,226379103,92282,2117,222882.15567321354,0.021009647831341627
Camp Medium Uncertainty,463,1692161472,73258,1153,176614.99120693796,0.026561482027166936
Camp Medium Uncertainty,464,855977968,82119,1708,200118.42625381806,0.023191127725768618
Camp Medium Uncertainty,465,1485868541,93693,2353,221356.41974192546,0.021625953998310403
Camp Medium Uncertainty,466,3770804008,80981,1407,202856.43707296098,0.022256553952860043
Camp Medium Uncertainty,467,3708591079,80763,1396,193178.2834003195,0.024476437711892677
Camp Medium Uncertainty,468,4109074398,99231,3155,252620.50629506778,0.01758581657491455
Camp Medium Uncertainty,469,1008966340,91933,2193,236572.51280696038,0.018577840939482223
Camp Medium Uncertainty,470,566928444,76767,1391,191506.59725749513,0.023673336052028912
Camp Medium Uncertainty,471,4239956518,92623,2239,232971.62968941467,0.01930034807860138
Camp Medium Uncertainty,472,4064941883,94513,2493,230841.78120843123,0.020059268363008722
Camp Medium Uncertainty,473,841451769,95894,2913,240428.53444524587,0.01876168282589172
Camp Medium Uncertainty,474,3387800841,80477,1448,201689.4522248626,0.022374728749717698
Camp Medium Uncertainty,475,958052857,89037,2068,225357.07991370518,0.01982807161297814
Camp Medium Uncertainty,476,1622392008,88381,2374,226076.19679615958,0.019556971706338206
Camp Medium Uncertainty,477,1787373108,86143,2015,214049.51498609415,0.021263946435469683
Camp Medium Uncertainty,478,776475064,94475,2648,232613.39592450616,0.019746941102369353
Camp Medium Uncertainty,479,3544614732,88275,2089,205378.20330805224,0.0236690811812927
Camp Medium Uncertainty,480,2406248137,83604,1700,207860.7725684221,0.021884385469820865
Camp Medium Uncertainty,481,1476736718,92696,2396,248425.0734018127,0.01698722791914893
Camp Medium Uncertainty,482,2505285884,97709,2455,239089.71193530687,0.01933148267013687
Camp Medium Uncertainty,483,3492039163,82403,1690,206587.98036228633,0.021836613971805276
Camp Medium Uncertainty,484,3226660190,93175,2813,234515.30501309622,0.019160612716752175
Camp Medium Uncertainty,485,2064732988,97555,2574,240229.19461702576,0.019118346837122418
Camp Medium Uncertainty,486,40439176,79829,1436,204085.18815615072,0.021676546419657952
Camp Medium Uncertainty,487,3295870714,92388,2153,218416.57126094186,0.021902655319077178
Camp Medium Uncertainty,488,2742898114,87777,1728,231322.14700769595,0.018552339283497102
Camp Medium Uncertainty,489,957365741,93098,2580,228547.58856646868,0.02015762854618319
Camp Medium Uncertainty,490,2894657416,90723,2457,226160.16649235628,0.02006030565382277
Camp Medium Uncertainty,491,2198177146,90087,2257,225424.3591343189,0.020049927693748405
Camp Medium Uncertainty,492,1604343735,97411,2413,250834.85045604687,0.017509938576423294
Camp Medium Uncertainty,493,3336922684,89239,1998,226335.90242364432,0.019701539789174993
Camp Medium Uncertainty,494,288985763,91159,2577,232644.27904205173,0.019048780232309177
Camp Medium Uncertainty,495,2960748711,95422,2372,235840.45219935378,0.019402794795795146
Camp Medium Uncertainty,496,2896595669,95855,2422,232925.8223313772,0.01998167404394607
Camp Medium Uncertainty,497,1154503659,82513,1683,202224.8223568859,0.022819484310855828
Camp Medium Uncertainty,498,3192855775,81333,1445,195791.29855222104,0.02399564297863365
Camp Medium Uncertainty,499,2271624629,91475,2243,227533.77038928837,0.019983109343421353
Camp Medium Uncertainty,500,1589913845,85203,1881,216396.4284074431,0.02057818574453484
Camp Medium Uncertainty,501,747352347,89056,2353,222428.77472204724,0.020357930113273946
Camp Medium Uncertainty,502,942105919,91827,2490,232256.77687567228,0.019252448921250387
Camp Medium Uncertainty,503,3605819399,90328,2082,222182.3786189793,0.02069452888657569
Camp Medium Uncertainty,504,3893489962,89849,2474,223131.56692818305,0.0204100275444468
Camp Medium Uncertainty,505,2395738595,94437,2726,247777.86560794842,0.017396806808506943
Camp Medium Uncertainty,506,667441629,90811,2244,222920.3180113728,0.02066767024404438
Camp Medium Uncertainty,507,3689025281,85326,1466,213367.3115249889,0.021197175239052523
Camp Medium Uncertainty,508,2059515847,92250,2536,235221.2638901501,0.018856695578842064
Camp Medium Uncertainty,509,1749644586,89086,2516,219776.34831517606,0.020859309433451646
Camp Medium Uncertainty,510,2487118515,99851,2830,253137.41971641677,0.017623497215967916
Camp Medium Uncertainty,511,3934432895,79548,1521,202336.14270044575,0.02197529458757849
Camp Medium Uncertainty,512,1443129409,81662,1617,194100.6383804412,0.024514241380036203
Camp Medium Uncertainty,513,2837585547,84898,1905,205370.04096989296,0.022765419283496825
Camp Medium Uncertainty,514,3111368894,92908,2034,227802.88727174277,0.020248228646108743
Camp Medium Uncertainty,515,2348970475,90686,1732,217557.74875100283,0.02166923140830142
Camp Medium Uncertainty,516,3094918495,96516,2606,239946.91972917112,0.018959257711671687
Camp Medium Uncertainty,517,3217557226,98231,2782,252626.9023981357,0.017407714076111743
Camp Medium Uncertainty,518,683985382,98200,2952,244467.20543616856,0.018583291750107565
Camp Medium Uncertainty,519,1455070543,93258,2317,230259.35480155988,0.019893165879875677
Camp Medium Uncertainty,520,2638622368,94647,2541,229755.75090462796,0.02027806191021245
Camp Medium Uncertainty,521,147105913,88739,2120,215859.07776008022,0.021539036356375416
Camp Medium Uncertainty,522,874001258,84292,1790,212612.16433873118,0.02108931700198719
Camp Medium Uncertainty,523,849161855,90455,2512,224623.40459002383,0.020275657218806177
Camp Medium Uncertainty,524,2081809221,94525,2107,244507.28552843575,0.017881973668611186
Camp Medium Uncertainty,525,1681734329,86273,2054,217901.0582754197,0.02054984709003695
Camp Medium Uncertainty,526,2361566341,90171,2246,245235.81366585963,0.01695709572587008
Camp Medium Uncertainty,527,1430982030,98434,3046,250326.46517212174,0.01776576747062551
Camp Medium Uncertainty,528,1517351149,90339,2572,223346.71411444066,0.020481818689570802
Camp Medium Uncertainty,529,4002919822,90096,2272,223011.93272744762,0.020488099774231914
Camp Medium Uncertainty,530,2670073728,88357,2113,225370.0236388575,0.019674379068998674
Camp Medium Uncertainty,531,4166899248,87710,2323,223998.55177628133,0.01977020003337778
Camp Medium Uncertainty,532,1460900785,93031,1863,234918.61453751312,0.019065368374420855
Camp Medium Uncertainty,533,213392817,87868,1872,232710.67514511963,0.01835060987885448
Camp Medium Uncertainty,534,3102242699,94937,2456,245316.40241088992,0.017841637168544474
Camp Medium Uncertainty,535,2593145215,88292,1925,234327.1426749371,0.01818563768441211
Camp Medium Uncertainty,536,1251133981,90059,2094,218106.79420670783,0.021411204769422976
Camp Medium Uncertainty,537,1536834583,88157,1570,203698.9349065816,0.024028776600536605
Camp Medium Uncertainty,538,3954043689,88251,2144,217695.8396624127,0.021060648984390747
Camp Medium Uncertainty,539,4281507214,91580,2019,221996.348315176,0.02101654641736184
Camp Medium Uncertainty,540,3059134453,87979,1839,217570.90675640327,0.021019856718310765
Camp Medium Uncertainty,541,2769608279,93811,2886,232094.71626806565,0.019695890973540818
