run,seed,run_uid,strategy,norm_area,norm_bldg,composite
0,2872554240,0|2872554240,MCTS,0.6788671714722668,0.13717765042979943,0.3177408241106219
0,2872554240,0|2872554240,ROS–Mean,0.8188667984632026,0.7628939828080229,0.7815515880264161
0,2872554240,0|2872554240,ROS–Truth,0.8793502182103025,0.8649713467048711,0.8697643038733482
0,2872554240,0|2872554240,Random Allocation,0.874258644485061,0.6769340974212035,0.7427089464424892
0,2872554240,0|2872554240,Structures–Exposure,0.7671117908165168,0.1930515759312321,0.38440498089299363
0,2872554240,0|2872554240,Structures–Outcome (Mean),0.7770151814689097,0.1998567335243553,0.3922428828392067
0,2872554240,0|2872554240,Structures–Outcome (Truth),0.7567234883807676,0.15257879656160458,0.3539603605013256
0,2872554240,0|2872554240,Wind–Mean,0.7557070386810399,0.5537249283667621,0.6210522984715214
0,2872554240,0|2872554240,Wind–Mean Lookahead,0.7424279159983588,0.53689111747851,0.6054033836517929
0,2872554240,0|2872554240,Wind–Truth,0.7569566190458428,0.5537249283667621,0.621468825259789
0,2872554240,0|2872554240,Wind–Truth Lookahead,0.7468200977283748,0.5533667621776505,0.6178512073612252
10,2244545802,10|2244545802,MCTS,0.7921022610386939,0.3148148148148148,0.47391063022277446
10,2244545802,10|2244545802,ROS–Mean,0.7391670251164183,0.1996996996996997,0.3795221415052725
10,2244545802,10|2244545802,ROS–Truth,0.8220063211834452,0.33983983983983984,0.5005620002877083
10,2244545802,10|2244545802,Random Allocation,0.8068859755755456,0.6566566566566566,0.7067330962962863
10,2244545802,10|2244545802,Structures–Exposure,0.7316489311963494,0.12662662662662663,0.32830072814986755
10,2244545802,10|2244545802,Structures–Outcome (Mean),0.7159581829402853,0.1016016016016016,0.30638712871449614
10,2244545802,10|2244545802,Structures–Outcome (Truth),0.7569617175665314,0.13163163163163163,0.34007499360993154
10,2244545802,10|2244545802,Wind–Mean,0.7861083578014251,0.6606606606606606,0.702476559707582
10,2244545802,10|2244545802,Wind–Mean Lookahead,0.8224645134745937,0.7252252252252253,0.757638321308348
10,2244545802,10|2244545802,Wind–Truth,0.7927755231807896,0.6646646646646647,0.7073682841700396
10,2244545802,10|2244545802,Wind–Truth Lookahead,0.8068859755755456,0.6556556556556556,0.706065762295619
11,2244545803,11|2244545803,MCTS,0.6734935204660224,0.04431599229287091,0.25404183501725475
11,2244545803,11|2244545803,ROS–Mean,0.6968915683670799,0.302504816955684,0.43396706742614927
11,2244545803,11|2244545803,ROS–Truth,0.7049170794118502,0.33236994219653176,0.4565523212683046
11,2244545803,11|2244545803,Random Allocation,0.7279661920500916,0.23892100192678228,0.4019360653012187
11,2244545803,11|2244545803,Structures–Exposure,0.6904653439435501,0.049614643545279384,0.26323154367803625
11,2244545803,11|2244545803,Structures–Outcome (Mean),0.6806563859999418,0.05394990366088632,0.26285206444057146
11,2244545803,11|2244545803,Structures–Outcome (Truth),0.6625796008568299,0.051059730250481696,0.2548996871192644
11,2244545803,11|2244545803,Wind–Mean,0.8446365742311308,0.7432562620423893,0.7770496994386364
11,2244545803,11|2244545803,Wind–Mean Lookahead,0.7443467641100697,0.3877649325626204,0.5066255430784368
11,2244545803,11|2244545803,Wind–Truth,0.845130899186787,0.7432562620423893,0.7772144744238552
11,2244545803,11|2244545803,Wind–Truth Lookahead,0.7618904537127681,0.5052986512524085,0.5908292520725282
12,2244545804,12|2244545804,MCTS,0.7753421886064228,0.2677165354330709,0.4369250864908548
12,2244545804,12|2244545804,ROS–Mean,0.7214868766097844,0.4956485702445089,0.5709280056996007
12,2244545804,12|2244545804,ROS–Truth,0.6913493786524111,0.33982594280978035,0.45700042142399055
12,2244545804,12|2244545804,Random Allocation,0.8086545120651151,0.3804392871943639,0.5231776954846142
12,2244545804,12|2244545804,Structures–Exposure,0.8229490082561026,0.29714048901782014,0.47240999543058093
12,2244545804,12|2244545804,Structures–Outcome (Mean),0.834496657873645,0.2987981765437215,0.4773643369870293
12,2244545804,12|2244545804,Structures–Outcome (Truth),0.760853156539129,0.21549937836717778,0.3972839710911615
12,2244545804,12|2244545804,Wind–Mean,0.8778781582899519,0.8027351844177373,0.8277828423751421
12,2244545804,12|2244545804,Wind–Mean Lookahead,0.8658402782641175,0.8193120596767509,0.8348214658725397
12,2244545804,12|2244545804,Wind–Truth,0.8846246624802546,0.8305014504765852,0.8485425211444749
12,2244545804,12|2244545804,Wind–Truth Lookahead,0.8879940238578798,0.8114380439287194,0.8369567039051062
13,2244545805,13|2244545805,MCTS,0.697707034514558,0.32077542062911485,0.44641929192426255
13,2244545805,13|2244545805,ROS–Mean,0.7196184474692846,0.37673738112655447,0.4910310699074645
13,2244545805,13|2244545805,ROS–Truth,0.7795506287163427,0.5610826627651793,0.6339053180822337
13,2244545805,13|2244545805,Random Allocation,0.860731405077761,0.9608632040965618,0.9274859377569615
13,2244545805,13|2244545805,Structures–Exposure,0.8024706775151055,0.520848573518654,0.6147226081841377
13,2244545805,13|2244545805,Structures–Outcome (Mean),0.7599446691194128,0.29334308705193857,0.44887694774109665
13,2244545805,13|2244545805,Structures–Outcome (Truth),0.730742259920654,0.21726408193123628,0.38842347459437554
13,2244545805,13|2244545805,Wind–Mean,0.8476863814948944,0.6616678858814923,0.7236740510859596
13,2244545805,13|2244545805,Wind–Mean Lookahead,0.8857839982324858,0.8006583760058522,0.82903358341473
13,2244545805,13|2244545805,Wind–Truth,0.8514231371456566,0.6616678858814923,0.7249196363028804
13,2244545805,13|2244545805,Wind–Truth Lookahead,0.912623317739503,0.8280907095830286,0.8562682456351867
