folder,run_idx,wind_speed_0,wind_dir_0_f,gpu_runtime_minutes,farsite_runtime_minutes,tp,fp,fn,tn,jaccard,accuracy,dice,kappa,mcc
FARSITE_RUN_01_camp_fire_three_enhanced,1,0,90,0.0038159749999996015,0.501528,27424,763,3627,258266,0.8620104356572578,0.9848662437948152,0.9258921638137682,0.9174867314224349,0.918818962274663
FARSITE_RUN_02_camp_fire_three_enhanced,2,15,330,0.0008884666666669242,3.588561,51659,5846,8937,223638,0.7775051924987207,0.9490381963596249,0.87482747817546,0.8428612409762906,0.8433165616664018
FARSITE_RUN_03_camp_fire_three_enhanced,3,25,240,0.0008939399999993232,1.252757,38731,3471,8911,238967,0.7577524308884237,0.957315223386652,0.8621833400115756,0.8370397127999856,0.8391933344854804
FARSITE_RUN_04_camp_fire_three_enhanced,4,15,90,0.0008813783333323499,0.334644,23923,1466,7257,257434,0.7328003430741898,0.9699289851075565,0.8457989358129011,0.8293322215631431,0.8347072804556909
FARSITE_RUN_05_camp_fire_three_enhanced,5,15,60,0.0020479649999989155,2.67165,45949,7918,8949,227264,0.7314856087620988,0.941853971318257,0.8449225394198502,0.8091454633425395,0.8092005298529762
FARSITE_RUN_06_camp_fire_three_enhanced,6,0,300,0.0019803183333332677,0.918369,24920,1738,12746,250676,0.6324231042533753,0.9500689464975179,0.7748274361047198,0.7476702555855674,0.7618100350744916
FARSITE_RUN_07_camp_fire_three_enhanced,7,5,30,0.0008913650000010875,2.587512,40767,2188,12458,234667,0.735693790265822,0.9495104798676227,0.8477230193387398,0.8178741059043366,0.8246264602619756
FARSITE_RUN_08_camp_fire_three_enhanced,8,0,60,0.0019780549999988276,0.668401,27645,5387,1565,255483,0.7990577217677833,0.9760341974627689,0.8883069310112143,0.8749406266992725,0.8770159510470041
FARSITE_RUN_09_camp_fire_three_enhanced,9,20,330,0.0009069933333326692,2.422235,39885,9411,10869,229915,0.662926950885066,0.930088251516823,0.7973013493253374,0.7550718685647781,0.7551889574819189
FARSITE_RUN_10_camp_fire_three_enhanced,10,0,150,0.0018490616666667846,1.169665,23005,1245,14797,251033,0.5891617793940636,0.9446980143408715,0.7414748920260427,0.712156558255707,0.7341934346223408
FARSITE_RUN_11_camp_fire_three_enhanced,11,5,30,0.002124710000000126,0.501689,28746,4829,5605,250900,0.7336906584992343,0.9640306122448979,0.8463916615140006,0.8260250757708906,0.8260942290630751
FARSITE_RUN_12_camp_fire_three_enhanced,12,25,270,0.0009061049999994945,1.587282,36992,5982,14138,232968,0.647709763272167,0.9306398234969664,0.7861939981297288,0.7451701950383711,0.7491780983736424
