case_root,tif_path,sim_time_min,processed_runs,case_limit,output_dir,avg_gpu_runtime_minutes,avg_farsite_runtime_minutes
C:\Users\Omar\PycharmProjects\PythonProject\FinalComparisonCamp,C:\Users\Omar\PycharmProjects\PythonProject\camp_fire_three_enhanced.tif,2000,50,50,C:\Users\Omar\PycharmProjects\PythonProject\FinalCampAnalysisResultsFixed,0.0015570183333331897,1.17273832
